Meter_id,Meter Detection,Average_volume,Category,Std of volume,Monthly changing rate,Cust_type,Max_volume,Meter_size,Min_volume,Estimated water_loss
1.38E+16,1,27.1,,10.24,-0.67,RESIDENTIAL,66.97,0.63,13.75,
1.40E+16,1,246.47,,346.09,0.63,MULTI-FAMILY,1003.09,4,0,
1.40E+16,1,246.47,,346.09,0.63,MULTI-FAMILY,1003.09,0.75,0,
1.40E+16,1,246.47,,346.09,0.63,BOAT DOCK,1003.09,6,0,
1.41E+16,1,0.76,,0.19,-0.01,MULTI-FAMILY,1.23,1,0.4,
1.42E+16,1,20.2,,4.72,0.81,MULTI-FAMILY,30.43,1,12.14,
1.42E+16,1,36.94,,50.78,0.1,BOAT DOCK,182.5,4,0,
1.42E+16,1,36.94,,50.78,0.1,MULTI-FAMILY,182.5,0.75,0,
1.43E+16,1,25.34,,22.88,0.25,COMMERCIAL,77.97,1,0,
1.43E+16,1,7.46,,1.67,0.09,MULTI-FAMILY,10.83,0.63,4.21,
1.45E+16,1,4.07,,2.34,0.01,RESIDENTIAL,8.75,1,0,
1.45E+16,1,1.91,,3.4,-0.01,RESIDENTIAL,25.01,1,0.05,
1.46E+16,1,11.05,,3.64,-0.01,RESIDENTIAL,23.32,0.63,5.26,
1.46E+16,1,9.05,,9.92,0.05,MULTI-FAMILY,56.45,1,1.15,
1.46E+16,1,9.05,,9.92,0.05,BOAT DOCK,56.45,3,1.15,
1.46E+16,1,15.25,,5.11,0.51,RESIDENTIAL,38.42,1,6.3,
1.47E+16,1,19.67,,16.43,-0.65,RESIDENTIAL,58.48,0.63,0,
1.48E+16,1,10.57,,3.14,0.17,RESIDENTIAL,22.44,1,3.14,
1.48E+16,-1,1.21,,-0.05,-0.07,BOAT DOCK,-0.02,4,6.5,200.29
1.49E+16,1,2.2,,1.05,-0.01,MULTI-FAMILY,4.26,0.63,0,
1.49E+16,1,6.28,,1.88,-0.03,RESIDENTIAL,9.67,0.63,3.15,
1.49E+16,1,56.21,,53.68,-0.11,BOAT DOCK,368.04,4,10.74,
1.50E+16,1,32.87,,10.03,0.3,RESIDENTIAL,54.14,0.63,14.96,
1.50E+16,-1,0.35,,-0.06,-0.04,BOAT DOCK,-0.03,3,2.6,88.37
1.50E+16,1,6.11,,7.31,-0.22,RESIDENTIAL,37.03,0.63,2.21,
1.51E+16,1,11.22,,4.82,-0.02,RESIDENTIAL,23.94,1,1.66,
1.52E+16,-1,2.97,,0,-0.05,BOAT DOCK,-0.02,3,10.96,418.71
1.53E+16,1,4.82,,4.2,-0.09,RESIDENTIAL,13.98,0.75,0.57,
1.54E+16,1,2.21,,0.93,-0.02,RESIDENTIAL,6.36,0.75,0.72,
1.55E+16,-1,1.16,,-0.05,-0.04,BOAT DOCK,-0.02,4,5.53,81.31
1.55E+16,1,4.43,,1.94,0.18,RESIDENTIAL,8.98,0.63,0,
1.55E+16,1,12.55,,5.71,0.51,RESIDENTIAL,27.51,0.63,4.94,
1.56E+16,1,15.79,,8.28,-0.06,RESIDENTIAL,37.17,1,5.69,
1.56E+16,1,103.07,,80.96,-2.04,HOTEL,475.51,4,7.17,
1.56E+16,1,103.07,,80.96,-2.04,MULTI-FAMILY,475.51,4,7.17,
1.56E+16,1,103.07,,80.96,-2.04,BOAT DOCK,475.51,4,7.17,
1.56E+16,1,22.68,,11.97,0.24,RESIDENTIAL,42.31,1,1.97,
1.56E+16,1,9.15,,4.65,-0.16,RESIDENTIAL,15.19,0.63,0,
1.57E+16,1,7.54,,3.06,-0.01,RESIDENTIAL,15.67,0.63,3.21,
1.57E+16,1,6.07,,2.2,0.02,MULTI-FAMILY,16.08,0.63,3.48,
1.57E+16,1,273.77,,284.16,-0.69,COMMERCIAL,986.7,4,1.85,
1.57E+16,1,273.77,,284.16,-0.69,MULTI-FAMILY,986.7,0.75,1.85,
1.57E+16,1,8.4,,6.27,0.39,RESIDENTIAL,21.72,1,0,
1.57E+16,1,19.64,,8.74,-0.3,RESIDENTIAL,41.01,0.63,5.91,
1.58E+16,-1,0.72,,-0.04,-0.05,BOAT DOCK,-0.02,3,2.3,229.29
1.58E+16,1,10.19,,4.13,0.14,RESIDENTIAL,22.82,0.63,5.07,
1.60E+16,1,99.59,,113.97,-0.1,BOAT DOCK,522.66,3,0,
1.60E+16,1,99.59,,113.97,-0.1,COMMERCIAL,522.66,4,0,
1.60E+16,1,99.59,,113.97,-0.1,MULTI-FAMILY,522.66,0.75,0,
1.60E+16,1,122,,55.39,0.43,RESIDENTIAL,236.72,1.5,19.43,
1.61E+16,1,0.96,,0.87,0.03,CITY,2.99,0.63,0,
1.61E+16,1,138.6,,44.98,-0.34,BOAT DOCK,252.47,3,76.74,
1.62E+16,1,22.46,,11.47,0.23,RESIDENTIAL,38.22,1,0.37,
1.62E+16,-1,0.99,,-0.04,-0.04,BOAT DOCK,-0.02,4,1.85,207.51
1.62E+16,-1,0.99,,-0.04,-0.04,BOAT DOCK,-0.02,6,1.85,207.51
1.63E+16,-1,6.86,Blocked_meter,0.46,-0.1,BOAT DOCK,0.02,3,2.03,2323.27
1.63E+16,-1,6.86,Blocked_meter,0.46,-0.1,BOAT DOCK,0.02,6,2.03,2323.27
1.64E+16,1,37.74,,60.51,-0.35,MULTI-FAMILY,312.23,1,1.49,
1.64E+16,1,37.74,,60.51,-0.35,BOAT DOCK,312.23,3,1.49,
1.64E+16,1,1.04,,1.15,-0.04,RESIDENTIAL,3.31,0.63,0,
1.66E+16,1,8.94,,7.38,0.14,COMMERCIAL,33.3,0.63,1.09,
1.66E+16,-1,,Negative Read,,,,,,,
1.67E+16,1,58.73,,71.24,-0.86,COMMERCIAL,279.68,1.5,0,
1.67E+16,1,58.73,,71.24,-0.86,BOAT DOCK,279.68,6,0,
1.68E+16,1,4.31,,5.23,0.05,RESIDENTIAL,24.25,0.63,0,
1.68E+16,1,0.83,,1.23,-0.01,MULTI-FAMILY,9.52,0.75,0,
1.69E+16,1,3.81,,3.17,0.3,RESIDENTIAL,10.52,1,0,
1.69E+16,1,14.51,,5.69,-0.15,RESIDENTIAL,31.19,0.63,6.5,
1.69E+16,-1,1.37,,-0.06,-0.05,BOAT DOCK,-0.02,4,6.85,74.09
1.70E+16,1,5.11,,2.82,-0.1,MULTI-FAMILY,16.03,0.63,0,
1.70E+16,1,101.93,,21.93,-0.25,BOAT DOCK,165.89,3,75.93,
1.72E+16,1,2.42,,0.5,-0.02,RESIDENTIAL,4.62,0.75,1.46,
1.73E+16,1,7.09,,3.29,-0.08,RESIDENTIAL,16.03,0.63,2.66,
1.73E+16,1,86.89,,130.48,0.3,COMMERCIAL,593.95,3,0.56,
1.73E+16,1,86.89,,130.48,0.3,BOAT DOCK,593.95,3,0.56,
1.73E+16,1,86.89,,130.48,0.3,RESIDENTIAL,593.95,0.75,0.56,
1.73E+16,1,36.01,,11.91,0.09,RESIDENTIAL,66.6,1,18.11,
1.74E+16,1,8.4,,1.53,-0.05,RESIDENTIAL,12.67,0.63,6.09,
1.74E+16,1,16.42,,6.86,-0.42,RESIDENTIAL,30.38,1,0,
1.74E+16,-1,6.5,,0.03,-0.09,BOAT DOCK,0,6,20.86,1099.96
1.74E+16,1,19.35,,6.99,-0.18,RESIDENTIAL,35.06,1,5.71,
1.75E+16,1,13.69,,2.3,-0.01,COMMERCIAL,20.2,0.63,9.41,
1.76E+16,1,11.72,,6.49,-0.3,RESIDENTIAL,27.78,1,1.87,
1.78E+16,1,7.68,,1.94,-0.15,RESIDENTIAL,10.3,0.63,1.63,
1.78E+16,1,4.3,,9.94,0.04,RESIDENTIAL,58.35,0.63,0,
1.79E+16,1,3.05,,0.62,0.02,MULTI-FAMILY,4.71,0.63,1.87,
1.79E+16,-1,0.52,,-0.06,-0.04,BOAT DOCK,-0.03,4,3.76,46.68
1.80E+16,1,20.03,,7.02,0.53,RESIDENTIAL,34.98,1,4.49,
1.80E+16,1,18.01,,17.05,0.09,RESIDENTIAL,103.83,0.63,5.07,
1.81E+16,1,18.28,,5.9,-0.73,RESIDENTIAL,32.42,0.63,7.61,
1.81E+16,1,8.89,,4.19,-0.21,MULTI-FAMILY,25.25,0.63,3.21,
1.81E+16,-1,0.73,,0.01,-0.06,MULTI-FAMILY,-0.02,4,0.24,432.33
1.82E+16,1,5.42,,1.6,0.47,RESIDENTIAL,6.56,1,0.78,
1.83E+16,1,9.81,,2.84,0.02,RESIDENTIAL,17.1,0.63,4.56,
1.83E+16,1,2.3,,0.8,0.1,RESIDENTIAL,3.51,0.63,0,
1.83E+16,1,19.86,,5.28,-0.06,MULTI-FAMILY,37.11,1,10.67,
1.85E+16,1,0,,0,5000,RESIDENTIAL,0,0.63,0,
1.85E+16,1,24.02,,12.84,-0.22,RESIDENTIAL,52.95,1,2.86,
1.87E+16,1,82.4,,121.06,0.05,MULTI-FAMILY,420.42,3,0,
1.87E+16,1,82.4,,121.06,0.05,COMMERCIAL,420.42,4,0,
1.87E+16,1,82.4,,121.06,0.05,MULTI-FAMILY,420.42,0.75,0,
1.88E+16,1,10.21,,2.34,-0.04,RESIDENTIAL,15.23,1,4.27,
1.88E+16,1,73.45,,58.61,-7.77,COMMERCIAL,249.26,3,0,
1.89E+16,1,106.11,,110.87,-0.48,COMMERCIAL,409.29,3,0,
1.89E+16,1,106.11,,110.87,-0.48,MULTI-FAMILY,409.29,0.75,0,
1.90E+16,1,9.64,,3.69,0.05,MULTI-FAMILY,23.31,0.75,2.43,
1.91E+16,1,7.84,,2.45,0.1,MULTI-FAMILY,13.46,1,1.95,
1.91E+16,1,237.57,,189.33,1.52,HOSPITAL,498.7,4,0,
1.91E+16,1,237.57,,189.33,1.52,BOAT DOCK,498.7,3,0,
1.91E+16,1,5.89,,2.7,0.07,MULTI-FAMILY,16.56,0.63,2.36,
1.92E+16,1,6.26,,3.97,-0.4,RESIDENTIAL,16.92,1,1.52,
1.92E+16,1,47.93,,9.98,0.24,MULTI-FAMILY,84.7,4,32.58,
1.92E+16,1,11.87,,5.09,0.25,RESIDENTIAL,29.06,0.63,1.55,
1.92E+16,1,15.28,,3.19,0.59,RESIDENTIAL,23.22,1,10.36,
1.93E+16,1,63.34,,152.17,-0.15,HOSPITAL,645.01,4,0.36,
1.93E+16,1,63.34,,152.17,-0.15,BOAT DOCK,645.01,3,0.36,
1.93E+16,1,63.34,,152.17,-0.15,MULTI-FAMILY,645.01,0.75,0.36,
1.93E+16,1,63.34,,152.17,-0.15,MULTI-FAMILY,645.01,1,0.36,
1.95E+16,-1,0.41,,-0.04,-0.04,COMMERCIAL,-0.02,4,2.26,339.06
1.95E+16,1,2.58,,1.81,0.02,MULTI-FAMILY,6.25,1,0,
1.95E+16,1,21.25,,2.89,1.52,RESIDENTIAL,25.43,1,17.6,
1.96E+16,-1,0.34,,0.02,-0.05,COLLEGE AND UNIVERSITY,-0.02,4,-0.12,881.23
1.96E+16,1,6.81,,2.34,-0.08,RESIDENTIAL,12.11,0.63,2.53,
1.97E+16,1,11.39,,4.44,-0.27,RESIDENTIAL,24.25,1,4.34,
1.98E+16,1,15,,5.36,-0.2,RESIDENTIAL,30.77,1,6.31,
1.99E+16,1,6.76,,5.99,-0.27,RESIDENTIAL,32.58,0.63,0,
1.99E+16,1,2,,1.2,-0.01,MULTI-FAMILY,5.89,0.63,0,
1.99E+16,1,220.89,,244.55,1.92,MULTI-FAMILY,556.4,0.75,1.12,
1.99E+16,1,220.89,,244.55,1.92,COMMERCIAL,556.4,3,1.12,
2.00E+16,1,4.84,,2.43,0.03,COMMERCIAL,17.95,0.63,2.08,
2.01E+16,1,506.03,,631.32,1.66,BOAT DOCK,1859.82,3,2.1,
2.01E+16,1,506.03,,631.32,1.66,COMMERCIAL,1859.82,3,2.1,
2.01E+16,1,506.03,,631.32,1.66,MULTI-FAMILY,1859.82,3,2.1,
2.01E+16,1,506.03,,631.32,1.66,BOAT DOCK,1859.82,4,2.1,
2.02E+16,1,89.73,,82.29,5.59,CITY,328.39,2,3.62,
2.03E+16,1,11.66,,3.65,0.23,RESIDENTIAL,18.99,1,5.51,
2.03E+16,1,1.63,,0.73,0.01,MULTI-FAMILY,3.1,0.63,0,
2.03E+16,-1,,Negative Read,,,,,,,
2.03E+16,1,7.09,,1.64,-0.11,RESIDENTIAL,9.97,0.63,3.98,
2.04E+16,1,8.02,,4.77,0.7,RESIDENTIAL,29.25,0.63,1.81,
2.04E+16,-1,0.47,,-0.06,-0.05,BOAT DOCK,-0.03,4,3.14,58.78
2.05E+16,1,2.21,,2.36,-0.09,BOAT DOCK,8.51,3,0,
2.05E+16,1,8.97,,3.22,0.21,MULTI-FAMILY,15.82,0.63,2.58,
2.05E+16,1,14.56,,5.57,-0.39,RESIDENTIAL,28.75,0.63,6.53,
2.07E+16,1,72.63,,37.84,2.83,RESIDENTIAL,138.27,2,4.63,
2.07E+16,1,22.79,,14.9,-0.21,RESIDENTIAL,87.4,0.63,1.7,
2.07E+16,1,8.82,,4.01,0,MULTI-FAMILY,26.85,0.63,3.98,
2.07E+16,-1,,Negative Read,,,,,,,
2.07E+16,1,1.49,,1.95,-0.04,RESIDENTIAL,8.33,0.63,0,
2.07E+16,1,26.19,,10.74,0.24,CITY,44.88,1.5,2.62,
2.08E+16,1,13.02,,6.73,0.12,SPRINKLER,30.95,1,0,
2.08E+16,-1,0.97,,0.04,-0.05,BOAT DOCK,-0.02,6,0.38,856.97
2.08E+16,-1,0.97,,0.04,-0.05,HOSPITAL,-0.02,3,0.38,856.97
2.08E+16,1,4.47,,2.63,-0.11,MULTI-FAMILY,9.67,0.63,0.99,
2.09E+16,1,182.25,,43.02,-0.69,MULTI-FAMILY,288.12,3,6.08,
2.10E+16,-1,2.92,,0.1,-0.02,COMMERCIAL,0,3,-0.06,1359.22
2.10E+16,-1,2.92,,0.1,-0.02,MULTI-FAMILY,0,0.75,-0.06,1359.22
2.12E+16,1,8.73,,3.81,-0.08,RESIDENTIAL,20.6,0.63,3.86,
2.12E+16,-1,,Negative Read,,,,,,,
2.13E+16,1,18.58,,7.94,-0.32,MULTI-FAMILY,36.76,0.63,7.36,
2.13E+16,-1,2.02,,-0.01,-0.07,COMMERCIAL,-0.02,4,2.17,406.66
2.14E+16,1,8.38,,4.98,-0.04,RESIDENTIAL,19.29,1,0,
2.15E+16,1,328.87,,182.07,-0.94,COMMERCIAL,732.7,6,1.87,
2.15E+16,1,328.87,,182.07,-0.94,BOAT DOCK,732.7,4,1.87,
2.16E+16,1,15.81,,3.21,-0.05,RESIDENTIAL,28.05,1,11.02,
2.16E+16,-1,1.58,,0,-0.03,BOAT DOCK,-0.02,6,0.08,350.2
2.16E+16,1,11.16,,3.72,0.49,RESIDENTIAL,17.32,1,3.74,
2.17E+16,1,13.72,,3.03,-0.08,MULTI-FAMILY,24.45,0.63,9.45,
2.17E+16,1,128.93,,14.69,0.08,COMMERCIAL,201.57,4,101.94,
2.18E+16,1,11.77,,1.44,-0.07,MULTI-FAMILY,14.84,0.63,8.69,
2.19E+16,-1,2.5,,0,-0.04,COMMERCIAL,-0.01,4,7.09,594.49
2.19E+16,1,16.3,,2.86,-0.43,RESIDENTIAL,25.43,1,10.86,
2.20E+16,1,17.92,,7.49,0.27,MULTI-FAMILY,50.31,0.63,7.74,
2.20E+16,1,2.93,,1.85,-0.01,RESIDENTIAL,8.69,0.63,0,
2.20E+16,1,90.54,,169.11,-0.41,COMMERCIAL,499.09,3,0.29,
2.20E+16,1,90.54,,169.11,-0.41,RESIDENTIAL,499.09,0.75,0.29,
2.20E+16,1,11.13,,5.64,0.33,RESIDENTIAL,19.29,1,0,
2.21E+16,1,2.07,,1.73,-0.06,CONSOLIDATED,11.29,0.75,0.64,
2.21E+16,1,10.13,,8.31,-0.26,RESIDENTIAL,37.4,0.63,0.75,
2.23E+16,1,17.44,,4.9,0.16,RESIDENTIAL,36.07,0.63,7.48,
2.23E+16,1,1.36,,0.42,-0.02,MULTI-FAMILY,2.48,1,0.66,
2.23E+16,1,14.78,,7.47,-0.1,RESIDENTIAL,37.52,1,0.8,
2.24E+16,-1,,Negative Read,,,,,,,
2.24E+16,1,8.14,,1.3,0.03,RESIDENTIAL,11,0.63,5.34,
2.24E+16,1,7.26,,5.46,-0.06,MULTI-FAMILY,21.84,0.75,0,
2.24E+16,1,0.55,,0.47,0.01,COMMERCIAL,1.87,0.63,0,
2.24E+16,1,5.59,,5.4,-0.07,RESIDENTIAL,34.99,0.63,2.32,
2.24E+16,1,4.43,,1.11,0.21,RESIDENTIAL,5.89,0.63,1.6,
2.25E+16,1,1.57,,1.6,0.04,MULTI-FAMILY,14.38,0.75,0.03,
2.25E+16,1,2.19,,1.26,-0.01,RESIDENTIAL,8.83,0.63,0.39,
2.25E+16,1,3.43,,1.96,-0.02,RESIDENTIAL,6.77,1,0.39,
2.26E+16,-1,2.5,,0.05,-0.03,MULTI-FAMILY,-0.01,6,2.35,602.93
2.26E+16,-1,2.5,,0.05,-0.03,BOAT DOCK,-0.01,4,2.35,602.93
2.27E+16,1,0.65,,0.3,-0.02,MULTI-FAMILY,2.28,0.75,0.25,
2.27E+16,1,7.13,,2.74,0.06,RESIDENTIAL,14.7,0.63,2.99,
2.28E+16,-1,0.66,Zero Read,0.09,-0.03,COMMERCIAL,0.02,6,-0.16,3670.23
2.28E+16,1,6.2,,3.35,-0.08,RESIDENTIAL,19.24,0.63,1.57,
2.29E+16,-1,5.29,,0.08,0.05,COMMERCIAL,0,4,12.7,1165.19
2.29E+16,1,13.46,,3.8,-0.11,RESIDENTIAL,20.72,1,5.15,
2.30E+16,-1,0.36,,-0.05,-0.04,BOAT DOCK,-0.03,3,2.66,139.13
2.31E+16,1,6.64,,2.29,-0.09,RESIDENTIAL,11.22,1,2.45,
2.32E+16,1,21.4,,7.6,-0.5,RESIDENTIAL,40.39,1,7.48,
2.33E+16,1,6.22,,3.66,0.01,MULTI-FAMILY,15.32,0.63,0,
2.34E+16,1,9.56,,3.82,-0.07,RESIDENTIAL,21.34,0.63,3.92,
2.34E+16,1,6.4,,1.38,0,RESIDENTIAL,10.86,0.63,4.27,
2.34E+16,1,7.69,,2.44,0.07,RESIDENTIAL,16.65,0.63,5.36,
2.35E+16,1,9.79,,1.84,-0.15,RESIDENTIAL,13.93,0.63,5.61,
2.35E+16,1,30.84,,18.8,0.23,RESIDENTIAL,54.29,0.75,1.14,
2.35E+16,1,30.84,,18.8,0.23,MULTI-FAMILY,54.29,3,1.14,
2.35E+16,1,13.39,,4.7,0.03,RESIDENTIAL,23.53,0.63,6.8,
2.36E+16,1,10.27,,1.64,-0.25,RESIDENTIAL,12.87,1,6.5,
2.36E+16,1,87.52,,8.39,-0.14,MULTI-FAMILY,100.63,3,71.53,
2.37E+16,1,8.14,,3.74,-0.01,MULTI-FAMILY,16.64,1,1.9,
2.37E+16,1,2.2,,1.9,-0.05,MULTI-FAMILY,9.53,1,0.04,
2.38E+16,1,39.89,,3.81,0.23,COMMERCIAL,49.37,1,34.41,
2.38E+16,-1,1.59,,0.05,-0.04,BOAT DOCK,-0.01,3,1.06,883.85
2.38E+16,-1,1.59,,0.05,-0.04,COMMERCIAL,-0.01,6,1.06,883.85
2.38E+16,-1,1.59,,0.05,-0.04,MULTI-FAMILY,-0.01,3,1.06,883.85
2.38E+16,-1,1.59,,0.05,-0.04,MULTI-FAMILY,-0.01,4,1.06,883.85
2.38E+16,1,11.86,,4.69,-0.05,RESIDENTIAL,22.79,0.63,3.62,
2.38E+16,1,25.8,,12.14,-0.19,RESIDENTIAL,43.48,1,0.39,
2.39E+16,1,21.55,,5.21,0.03,RESIDENTIAL,36.56,1,12.34,
2.39E+16,1,13.99,,4.69,-0.08,RESIDENTIAL,23.55,0.63,2.14,
2.40E+16,-1,,Negative Read,,,,,,,
2.41E+16,1,12.55,,2.94,0.06,RESIDENTIAL,20.99,0.63,7.61,
2.41E+16,1,17.05,,8.56,-0.46,RESIDENTIAL,34.05,0.63,9.82,
2.41E+16,-1,2.3,,-0.02,-0.02,COMMERCIAL,-0.02,4,2.85,314.96
2.43E+16,-1,2.26,,0.07,-0.01,BOAT DOCK,-0.01,3,4.13,1370.52
2.43E+16,-1,2.26,,0.07,-0.01,BOAT DOCK,-0.01,6,4.13,1370.52
2.44E+16,1,7.76,,3,0.12,MULTI-FAMILY,14.85,0.63,2.1,
2.44E+16,-1,0.67,,0.13,-0.45,HOSPITAL,0,6,-0.12,1867.99
2.45E+16,1,8.18,,1.57,-0.49,MULTI-FAMILY,10.95,0.63,6.52,
2.45E+16,-1,0.24,,-0.06,-0.03,MULTI-FAMILY,-0.03,2,2.37,36.64
2.45E+16,1,20.89,,12.26,-0.08,RESIDENTIAL,56.1,0.63,5.43,
2.45E+16,1,13.92,,9.63,0.02,MULTI-FAMILY,39.85,0.63,2.62,
2.46E+16,-1,5.9,,0.06,-0.02,BOAT DOCK,0.02,6,22.48,2310.33
2.47E+16,1,3.46,,1.3,-0.07,MULTI-FAMILY,5.52,0.63,0,
2.47E+16,-1,2.99,,-0.05,-0.05,BOAT DOCK,-0.02,4,13.04,86.39
2.47E+16,1,11.22,,2.25,0.01,RESIDENTIAL,16.25,0.63,6.69,
2.48E+16,1,7.66,,5.65,-0.02,RESIDENTIAL,36.17,0.63,0,
2.48E+16,1,175.36,,333.68,2.94,MULTI-FAMILY,958.46,1,0.4,
2.48E+16,1,175.36,,333.68,2.94,BOAT DOCK,958.46,4,0.4,
2.49E+16,1,11.01,,4.32,0.2,RESIDENTIAL,23.53,0.63,4.81,
2.49E+16,1,8.12,,3.82,-0.07,RESIDENTIAL,19.15,0.75,0.14,
2.49E+16,-1,-0.27,,-0.06,-0.04,SPRINKLER,-0.03,2,0,49.58
2.50E+16,1,39.48,,38.78,4.72,COMMERCIAL,138.27,4,1.6,
2.50E+16,1,14.08,,5.49,-0.4,RESIDENTIAL,28.59,1,0,
2.51E+16,1,100.75,,79.13,-0.02,MULTI-FAMILY,405.44,1,1.85,
2.51E+16,1,100.75,,79.13,-0.02,COMMERCIAL,405.44,4,1.85,
2.51E+16,1,100.75,,79.13,-0.02,HOTEL,405.44,4,1.85,
2.51E+16,1,100.75,,79.13,-0.02,MULTI-FAMILY,405.44,3,1.85,
2.51E+16,1,4.1,,1.49,0,RESIDENTIAL,8.27,0.63,0,
2.52E+16,1,21.91,,15.95,0.11,COMMERCIAL,52.52,2,0,
2.52E+16,1,21.91,,15.95,0.11,COMMERCIAL,52.52,1,0,
2.53E+16,1,8.08,,3.31,-0.34,RESIDENTIAL,18.7,0.63,0.75,
2.53E+16,-1,1.6,,-0.04,-0.08,BOAT DOCK,-0.02,3,0.51,149.21
2.55E+16,-1,0.79,,-0.05,-0.04,BOAT DOCK,-0.02,3,4.51,171.72
2.55E+16,1,18.85,,11.32,-0.05,MULTI-FAMILY,62.52,0.63,5.52,
2.56E+16,1,10.11,,5.9,-0.11,COMMERCIAL,27.15,1,3.98,
2.56E+16,1,41.16,,43.68,-0.34,BOAT DOCK,168.75,3,0.6,
2.56E+16,1,41.16,,43.68,-0.34,MULTI-FAMILY,168.75,0.75,0.6,
2.56E+16,1,0.97,,0.71,0,COMMERCIAL,4.05,0.63,0,
2.57E+16,1,7.36,,1.71,-0.01,COMMERCIAL,12.93,1,4.71,
2.58E+16,1,4.99,,1.18,-0.03,RESIDENTIAL,8.29,0.63,3.62,
2.58E+16,1,245.89,,75.09,0.21,BOAT DOCK,455.56,4,2.63,
2.58E+16,1,5.99,,2.04,-0.04,RESIDENTIAL,10.72,1,2.4,
2.60E+16,1,5.34,,2.42,-0.05,MULTI-FAMILY,9.2,1,0,
2.60E+16,1,136.93,,30.92,1.26,MULTI-FAMILY,201.97,3,62.09,
2.61E+16,1,19.31,,4.31,0.16,RESIDENTIAL,27.22,0.63,7.94,
2.61E+16,1,12.14,,6.29,0.11,RESIDENTIAL,37.87,1,1.5,
2.61E+16,1,11.14,,5.4,0.08,MULTI-FAMILY,34.06,0.63,3.21,
2.62E+16,-1,,Negative Read,,,,,,,
2.63E+16,1,2.41,,3.44,-0.08,RESIDENTIAL,16.83,0.63,0,
2.63E+16,1,3.9,,0.69,-0.01,MULTI-FAMILY,5.61,0.63,2.4,
2.63E+16,1,2.03,,0.67,0,RESIDENTIAL,5.57,0.75,1.3,
2.63E+16,-1,-0.33,,-0.06,-0.05,SPRINKLER,-0.03,2,-0.09,45.96
2.64E+16,-1,0.29,,-0.03,-0.03,BOAT DOCK,-0.02,3,1.1,388.27
2.65E+16,1,7.51,,7.3,-0.2,MULTI-FAMILY,30.39,0.63,2.24,
2.65E+16,1,103.94,,39.91,-2.48,BOAT DOCK,262.89,2,1.49,
2.65E+16,1,8.91,,3.64,0.04,RESIDENTIAL,16.56,0.63,2.68,
2.67E+16,1,5.93,,3.62,0.07,MULTI-FAMILY,23.18,0.63,1.97,
2.67E+16,-1,1.21,,-0.03,-0.06,COMMERCIAL,-0.02,4,0.79,320.59
2.67E+16,1,27.23,,10,-0.56,RESIDENTIAL,58.5,1,15.1,
2.67E+16,1,6.57,,2.85,-0.2,RESIDENTIAL,15.08,0.63,0,
2.68E+16,1,0,,0,0,HOTEL,0,4,0,
2.69E+16,1,44.87,,10.78,0.23,RESIDENTIAL,70.13,1,24.28,
2.69E+16,1,8.6,,2.22,-0.03,RESIDENTIAL,16.13,0.63,6.04,
2.69E+16,1,6.69,,2.69,-0.06,MULTI-FAMILY,18.82,0.63,2.62,
2.69E+16,1,191.41,,117.81,0.2,COMMERCIAL,430.01,3,2.9,
2.70E+16,1,3.91,,0.72,0.06,RESIDENTIAL,5.42,0.63,2.24,
2.70E+16,1,72.88,,81.46,4.92,COMMERCIAL,194.94,3,0,
2.71E+16,1,172.66,,81.6,2.8,BOAT DOCK,309.69,4,12.92,
2.71E+16,1,9.36,,2.84,-0.19,RESIDENTIAL,20.47,0.63,5.94,
2.72E+16,1,0,,0,5000,RESIDENTIAL,0,1,0,
2.72E+16,1,13.1,,7.3,-0.11,RESIDENTIAL,36.92,0.63,0,
2.72E+16,1,1.71,,0.88,-0.02,RESIDENTIAL,3.16,0.63,0,
2.72E+16,-1,0.82,,-0.04,-0.05,BOAT DOCK,-0.02,4,3.81,201.09
2.72E+16,1,16.93,,4.52,-0.17,RESIDENTIAL,26.73,1,9.79,
2.73E+16,-1,0.98,,-0.06,-0.04,BOAT DOCK,-0.03,4,5.82,34.82
2.74E+16,1,44.08,,13.74,-0.36,RESIDENTIAL,71.31,1,15.07,
2.74E+16,1,2.58,,0.29,-0.01,MULTI-FAMILY,2.94,0.63,1.84,
2.75E+16,-1,0.71,,-0.04,-0.04,COMMERCIAL,-0.02,4,2.49,380.01
2.75E+16,-1,0.71,,-0.04,-0.04,BOAT DOCK,-0.02,4,2.49,380.01
2.75E+16,1,5.81,,3.29,0.01,RESIDENTIAL,10.86,0.63,1.1,
2.75E+16,1,76.62,,33.65,1.35,RESIDENTIAL,178.06,1,13.63,
2.76E+16,1,17.93,,4.36,-0.02,RESIDENTIAL,26.56,0.63,11.04,
2.76E+16,-1,2.87,,-0.03,-0.06,BOAT DOCK,-0.02,4,10.76,269.52
2.77E+16,1,157.54,,66.24,-0.71,COMMERCIAL,373.25,3,83.81,
2.77E+16,1,6.02,,10.82,-0.07,RESIDENTIAL,62.17,0.63,0,
2.78E+16,1,136.7,,99.51,-0.32,BOAT DOCK,289.13,2,11.22,
2.78E+16,1,136.7,,99.51,-0.32,BOAT DOCK,289.13,4,11.22,
2.78E+16,1,3.71,,1.26,-0.1,MULTI-FAMILY,6.41,0.63,1.25,
2.79E+16,1,11.05,,3.82,-0.05,RESIDENTIAL,19.69,0.63,5.79,
2.80E+16,1,8.55,,8.11,0.08,RESIDENTIAL,52.36,0.63,0.34,
